body;question;categorie
"Taxer les transports aériens,  les produits d'importation concurrençant ceux déjà produits ou fabriqués en France et respectueux de l'environnement.
Taxer les entreprises qui délocalisent, récupérer les aides attribuées par l'état à ces mêmes entreprises.  
Faire payer ou faire rembourser aux entreprises et actionnaires et non aux contribuables, dépollution, démantèlement de leurs anciennes installations. 
Taxer les activités telles que les courses automobiles. Taxer les golfs qui détruisent nos paysages et gaspillent l'eau.
Taxer et à terme interdire les dérives commerciales: obsolescence programmée, indisponibilité de pièces détachées.
Taxer et à terme imposer la reconversion écologique des entreprises ou agricultures polluantes.
";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Taxer les industriels sur les emballages plastiques et cartons imprimés afin de limiter les Sur-emballages inutiles ;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Trouvez vous cela admissible de payer moins cher un fruit ou un légume qui a traversé la planète en bateau ou en avion par rapport à un produit français ou au moins européen ? ;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Récupérer de l’argent avec une taxe sur le tourisme, faire payer les usagers d’avion. Payer une taxe de 10 euro par billet d’avion ( que l’on prend occasionnellement ) me parait beaucoup plus juste que de taxer le travailleur quotidien. ;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Taxer lourdement les automobiles dépassant les 6 chevaux fiscaux. Nous avons besoin d’une voiture pour nous déplacer, et devons polluer le moins possible pour cela;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
On pourrait simplifier le barème kilométrique des frais réel de l'impôt sur le revenu en fusionnant l'ensemble des puissance fiscale. Une voiture de 4cv suffit pour aller travailler, celui qui veut une voiture plus puissance ne doit pas pouvoir déduire en frais de déplacement  plus que celui qui utilise une voiture moins polluante.;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Oui à condition que l’argent finance les transports en commun et réduit le coût des trajets. Je travaille à 15km de mon habitation près d’une grande métropole mais malheureusement même en changeant 3 fois de bus pour me rendre au travail il m’est impossible d’arriver à 7h le matin à mon travail par les transports ;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Ce sont les grands groupes internationaux a payer en premier, taxation de l'aviation, taxation des produits étrangers selon l'empreinte carbone;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"Je suis au smic et pourtant j'ai fait le choix du crédit pour m'acheter une voiture hydride made in france. Quand je peu ne pas l'utiliser, j'utilise mes jambes. Quand j'ai pas je choix, je fais attention à ma consommation ou je ne voyage pas seul. Je ne prend pas de douche tout les jours. Etc...
Deja si vous faites ça, c'est deja un premier pas!
En ce qui conserne la question, oui il faut faire payer au pourcentage de son impart écologique mais pas que les entreprises! Quand on va au supermarché et qu'on achete un produit d'importation que l'on trouve localement; surtaxe. Si c'est quelque chose d'introuvable chez nous; le taxé mais le laisse abordable même pour les moins fortunés.
Il faut faire attention à ne pas rendre inacesible à une partie de la population des biens, même si c'est pas du première nécessité! Et taxé l'extravagances. Une voiture par foyer sauf si nécecité absolue, sinon taxe! Et à la pompe, désoler mais si tu polus tu dois en payer le prix!";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"Pourquoi ramener la question au financement ?
Il faut informer les citoyens aux questions écologiques (on paye chacun des emballages que l'on s'empresse de jeter à la poubelle donc on jette littéralement notre argent à la poubelle...).
Boycott des marques les plus polluantes, encouragement des filières en vrac et retour de la consigne pour les contenants en verre.";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"Question à la fois trop technique et trop générale, dont la réponse présuppose 1. que l'on sache de quoi on parle précisément quand on parle de transition écologique 2. que cette chose qu'on ne définit pas précisément devrait être financée par des impôts ou taxes.

Je n'ai donc aucune compétence pour y répondre d'une manière générale. Par contre, en tant qu'habitant de la MEL, je me soucie, par exemple, des problèmes d'engorgement du trafic urbain, des taux inacceptables de pollution qu'il engendre, des millions d'heures perdues  en déplacement à vitesse d'escargot dans des véhicules inutilement sophistiqués, etc.  La « transition écologique » ne doit pas être une abstraction hors-sol, c'est un questionnement concret à porter ici et maintenant dans un territoire donné et sur des sujets précis, pour y apporter ici et maintenant des réponses concrètes et efficaces en termes de « bien-vivre » et de soutenabilité sur le long terme. On s'y met quand ?";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
entièrement d'accord;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"1. l’arrêt immédiat de toute subvention directe ou indirecte aux énergies fossiles et autres pollueurs. Car il est inacceptable que notre argent serve des projets mortifères pour notre avenir.
2. Un prix de l’eau et de l’énergie progressif, pour que le coût des besoins vitaux soient très fortement réduits, mais que soit pénalisé la consommation débridée et le gaspillage.
3. Une la taxe carbone universelle (concerne tous les pollueurs) et uniforme (le même prix par tonne de carbone émise) 
Note 1 : Pour le marché de quotas, celui-ci doit être régulé pour atteindre un prix moyen équivalent à la taxe carbone.
Note 2: pour les importations, une contribution carbone doit être mise en place pour aligner le tarif carbone des biens.
4. l’ensemble des recettes correspondantes doit servir exclusivement et de manière transparente la transition écologique. (développement d'alternatives, adaptation au réchauffement, accompagnement des plus vulnérables (ex: foyers en précarité énergétique))";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Soumettre à l'impôt les entreprises internationales qui cumulent les recettes sur le territoire (achats internet);Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Il faut inciter à réduire la production / consommation de biens qui sont environnement malsains en taxant ces biens, ce qui rapportera de l'argent à l'état: sortir des règles de l'OMC et taxer les produits importés des pays qui émettent trop de GES (ou autre paramètre), taxer les golfs (consommation d'eau), taxer davantage les voyages en avion, ce sont des exemples, il y a surement d'autres possibilités;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Je suis tout à fait d'accords avec vous, c'est inadmissible. Il faut taxer les produits par rapports aux nombres de kilomètres qu'ils ont parcouru avant d'arriver dans notre assiette. Cela permettra de favoriser la consommation de produits locaux et de saison tous en aidant les producteurs locaux qui ne seront moins soumis a la concurrence injustes des pays à bas coûts de production.;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"Si il existe encore des procédés de fabrication polluant, soit qu'il n'en existe pas d'autre ou alors des voies de traitement des déchets. Mais je pense que surtout, il y a des consommateurs pour ces produits. Il est vrai qu'il n'est pas simple de connaître le procédé de fabrication et son impact sur l'environnement. Les entreprises pour exister doivent vendre leur produits ou service et survivre à la concurrence en faisant mieux. C'est  peut-être à nous, consommateur, de redéfinir le ""mieux"", le rapport qualité prix ne peut plus en avoir le monopole.";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
N'achetez plus leurs produits et achetez ceux de leur concurrence plus responsable et vous verrez,  ils changeront.;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Il existe déjà la taxe de séjour, peut-être doit elle être homogénéisée à l'échelle nationale pour éviter des taux disparates car aujourd'hui elle est votée par les municipalités.;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Malheureusement, il y aura toujours des cas particuliers qui par définition seront minoritaires. Les économies constituées par la partie majoritaire  pourraient plus largement les compenser jusqu'à que des solutions alternatives puissent être développées pour ces personnes.;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"J'estimes que tout le monde doit contribuer qu'on soit reconnu comme pollueur ou non. Je proposes d'annuler la TVA sur tous les produits ayant le procédé de fabrication le plus vertueux d'un point vue environnementale. Ceci aurait plusieurs effet : 
Une TVA à 0% est plus facilement visible pour le consommateur qu'un label obscur. De plus comme un taux à 0% ne garantie pas le plus petit prix, cela permettra de mesurer l'évolution des mentalités dans la consommation.
Induira une compétition pour l'obtention de ce taux car en cas d'égalité entre concurrents, un taux faible est en vigueur. Dans le cas où tout les concurrents sont sensiblement ex æquo, alors le taux en vigueur est appliqué.
Ceci atténuera l'inflation produit par la transition, bien entendu le calcul du panier moyen intégrera systématiquement le prix des produits à 0% ou à taux faible.


";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"Bien évidement, cela va induire un manque a gagné pour l'Etat, c'est là que l'impôt entre en jeux.   Mais une partie doit être  consacré à la transformation des entreprises les plus ""polluantes"" du territoire  et qui n'ont pas les moyens pour investir.  On peut imaginer que l'investissement de l'Etat sera motivé afin de pouvoir ré-appliquer un taux de tva car il existe déjà un concurrent à taux 0% (voir ci-dessus).  Enfin et afin d'enfoncer le clou, si l'entreprise la vertueuse est gérée de façon éthique (non recherche pure et simple de profit, répartition des richesse etc..), elle sera exempte de ses taxes sur la partie de ses produits à 0% de TVA. Elles seront payées et réparties proportionnellement sur l'ensemble de ses concurrents et si  ces derniers sont étrangers et qu'aucun accord n'est trouvé avec le pays de production alors une taxe spéciale sera appliqué sur l'import, l'excédent perçu sera investit dans la transformation des entreprises du territoire comme décrit ci-dessus.";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"Pour l'impôt, je pense qu'ajouter une taxe ou un impôt supplémentaire n'est plus supportable.  Mais au vue de la situation déficitaire de notre pays, il est nécessaire de se donner les moyen d'agir. Afin de trouver un compromis, j'ai proposition intitulé ""Une heure par jour pour se donner un avenir"", elle a pour principale d'augmenter les recettes de l'Etat sans diminuer le revenu des ménages.";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"Réorienter le financement de la transition Energétique !
La subvention des Energies Renouvelables (ENR) est faite par le consommateur et le contribuable. Sur 1,5 € de carburant payé à la pompe, 12 centimes servent à financer les ENR. En voilà, une manne mal utilisée ! La facture d’électricité comprend une taxe (ex-CSPE) qui n’a pas diminué et va dans les caisses de l’état alors qu’elle aurait dû diminuer puisque le financement des EnR est maintenant théoriquement assuré par la taxe sur les produits pétroliers. Réorientons ce subventionnement pour favoriser le renouvellement du parc automobile vers des véhicules moins polluants et émettant peu de GES comme les véhicules hybrides ou électriques. Supprimons la part des taxes de la CSPE qui était destinée aux EnR.";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"A mon niveau, je suis pour le principe de valoriser l'empreinte carbone des produits.
Un fruit coûte peu car produit dans un pays à faible coût de main d'oeuvre mais a traversé le monde en avion ? Facturons le coût de la pollution générée et affectons ces entrées d'argent aux opérations de dépollution, aux subventions à l'agriculture locale.
Un vêtement vient d'asie ? Même raisonnement.
Attention, un vêtement est fabriqué en Europe mais avec des matériaux venant d'Asie ? Il y a aussi un coût à imputer à ces matériaux (ex: fil de coton).

Les entreprises font les choix de production, autant orienter leurs décisions en valorisant le prix du carbone. Elles reviendront naturellement déployer leurs moyens financiers soit sur des transports plus propres (même si cest une solution imparfaite) soit vers de la production locale, le temps que les filières françaises, manquantes en ce moment (usines textiles par exemple) se mettent en place";Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Changer les taxes sur les emballages plastiques. exemple vous achetez du beurre dans un beurrier plastique = taxe maximale. Vous achetez du beurre dans un emballage papier = minimum de taxe. Les lots dans des films plastique = taxe max, dans du carton = taxe min. Il y a pleins de plastiques inutiles.;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
Les industriels doivent prendre leur part de responsabilité et particulièrement les entreprises ayant un impact important sur l'environnement. Ce sont eux qui doivent financer la transition énergétique par la taxe. Cela permettrait dans le même temps à les obliger à passer à des modes de production plus durables, moins polluants et par conséquent moins taxés. La vertus en revanche ne devrait pas être taxée.;Comment finance-t-on la transition écologique : par l’impôt, par les taxes et qui doit être concerné en priorité ?;Transition écologique
"Je suis effectivement pour mettre en place des solutions pour rendre accessibles la transitions. Mais il va falloir quand même reconnaitre que cela demandera un EFFORT (oui je sais le mot n'est pas à la mode). 
Dans cet esprit je propose que les solutions envisagées soient un abondement. Par exemple : je remplace mon véhicule, alors cela déclenche l'aide. La transition réussie selon moi demandera un EFFORT à chacun et un effort collectivement (impôts). "; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
"baisser le prix des chaudières et favoriser les prêts à taux zéro pour les plus démunis (qui le seraient moins si les retraites étaient revalorisées, ainsi que le smic.
favoriser, mettre en avant, les voitures d'entrée de gamme (j'ai économisé 5 ans pour acheter une voiture neuve à 7000 euros sans options et j'ai dû quand même faire un prêt de deux mille euros) "; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
"taxer les citadins qui possèdent plus qu'un véhicule par ménage !
Aide à l'achat pour une première voiture par ménage , pas pour une seconde ou plus !!
multiplier les bus,les TER,tram etc....Et les rendre très accessible financièrement (gratuit pour les moins de 18 ans)car se déplacer en famille est sinon très cher
produire du gaz français 100% avec les déchets végétaux ,pour celà mettre en place des récupérateurs de déchets verts accessibles
Récupérer au maximum la chaleur des ordinateurs dans les entreprises pour utiliser cette chaleur pour chauffer les locaux"; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
"Accessible à tous y compris l'état, les industriels et les élus. Relocaliser les entreprises en France (ex : textile, électroménager) et ainsi réduire le transport de produits d'importation. Développer les offres de transports en commun, interdire la voiture en ville et  aider le développement des commerces de proximité. Développer le télétravail. Au sommet de l'état, réserver les déplacements aériens aux crises graves. Interdire l'implantation de nouveaux supermarchés loin des zones d'habitation. Dans le public et le privé, imposer la construction d'habitats  écologiques (énergies renouvelables, bioclimatique...) et la rénovation écologique des anciens bâtiments (chauffage, isolation).
Interdire l'éclairage des panneaux publicitaires, des vitrines la nuit, taxer les magasins qui chauffent ou climatisent et gardent leurs portes ouvertes.
Interdire les terrasses extérieures  chauffées aux restaurants ou cafés.
Interdire l'implantation de terrains de golfs, énormes consommateurs d'eau. "; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
"CITE, CEE, près à taux 0, des solutions existent, mais l'ensemble est très complexe et il n'est pas simple de s'y retrouver. 
Tout le monde n'a pas non-plus le réflexe d'aller vers les conseillers info-énergie de l'aglo (lorsqu'il y en a). c'est aux conseilles IE d'aller vers certains foyers pour apporter leur accompagnement.

Concernant les véhicules, c'est surtout les transports en commun ferroviaires qu'il faut rendre accessible (géographiquement et financièrement)  les moyens de financement (évoqués dans une autre question) doivent permettre de garantir un prix concurrentiel par rapport à la voiture (et évidemment l'avion) et d'assurer un service partout en France.
"; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
Il faut tenir compte de l impact écologique de construction et de déconstruction quand on évoque le remplacement de qq chose de vieux. Les industriels nous poussent a jeter et a racheter. Un vieux diesel devrait continuer va rouler jusqu' a sa fin de vie qui peut être d un million de km. Il faut intégrer le coût réel de la déconstruction dans nos décisions mais bien sûr cela va ralentir la croissance . A l inverse on respected mieux notre planète; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
il faut déjà pouvoir remplir son frigo avant de songer à la chaudière ou la voiture.. comment quelqu'un peut penser à cela s'il est dans le rouge déjà chaque mois...; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
Eviter en amont que les aides à l'acquisition d'une chaudière plus performante ou d'une voiture zéro émission deviennent une aubaine pour les fabricants. Je m'explique, aujoud'hui j'estime que la Pompe à chaleur est le moyen de production d'énergie le plus vertueux pour 1kWh d'énergie injectée on récupère 3 à 4 kwh de chaleur sans émission directe, mais pourquoi cela coût 11 000€ (sans le coût de la pose) alors que la technologie employée est exactement celle du frigo, il n'y a pas d'innovation c'est juste le dimensionnement qui change même les pressions de fonctionnement sont les mêmes (et je ne dois pas réviser mon frigo tous les ans) ?   Et quand on applique la réduction de 30%, on arrive à un montant légèrement supérieur à celui d'une bonne chaudière, le delta c'est le prix de la modernité... Pour info ça coûte 8 000 $ aux USA (la voilà, la prime). Malheureusement, sur des questions où c'est l'éthique qui devrait dominer, se sont les vautours qui nous survolent.; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
Afin d'être constructif, ma proposition c'est en amont d'une annonce faire une étude de marché pour connaître le tarif pratiqué puis suivre l'évolution de la tarification post annonce afin si possible d'alerter l'opinion public. De plus l'état pourrait faire des appel d'offres pour des achats groupés à l'échelle nationale afin de favoriser un prix de groupe plus facilement négociable. De plus, et dans un principe de solidarité :  En plus de l'aide de l'état et de la réduction sur le prix négocié, le tarif payé par chacun pourrait être nuancé sous condition de ressource afin de faire bénéficier d'un tarif encore plus attractif pour les foyer les plus modestes. La force par l'unité de la nation doit agir à tout les niveaux pas juste pour distribuer aveuglément l'argent publique et encore plus quand elle sert à ce genre de défi.; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
"Subvention par l’état de l’achat de voiture pour favoriser le renouvellement du parc automobile vers des véhicules moins polluants et émettant peu de GES comme les véhicules hybrides ou électriques. 
Ressource de ce financement : taxe sur les produits pétroliers.
"; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
"que d'interdits ! 
je suis pour les incitations et non, les interdits. Inciter et laisser la liberté de choix en fonction des coût. mais azlors il faut instituer la vérité des coûts et y intégrer le coût environnemental via des taxes favorisant les produits locaux et écologiques.
Non, ne pas interdire la voiture en ville : si l'on veut inciter les gens à habiter en ville (l'habitat groupé et collectif est meilleur pour l'environnement) il faut qu'il puisse garer leur voiture. Je suis sidéré de voir des projets immobiliers refusés parce qu'ils comportent trop d'emplacement de voitures ! en revanche il faut les obliger par la loi à prévoir des garages à vélos."; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
Il est trop tard pour les petits pas, à situation urgente, le changement climatique, pollution de l'air,  de l'eau et des sols, mesures immédiates. Vos propositions auraient été utiles il y a trente ans ou plus. C'est maintenant ou jamais qu'il nous faut agir.; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
"L'urgence est un mauvais prétexte. Le fond de la démarche autoritaire est dangereuse  et anti-démocratique. De plus il y a une diversité de solutions. A tout un chacun de choisir. Moi j'ai choisi d'habiter dans un appartement en pleine ville (Lille Centre). Je dispose de tout sur place: commerces, marchés, transports en commun (métro bus TGV). Je surveille de près ma consommation énergétique qui est ""raisonnable"". J'ai besoin néanmoins d'utiliser ma voiture pour mes loisirs en covoiturant dans la mesure du possible (je fais de la plongée sous-marine et il y a du matériel lourd à transporter). Il m'arrive même de prendre l'avion (oh scandale !!)
ça c'est MA vie mais je ne m'autorise pas à l'imposer aux autres qui peuvent choisir d'habiter dans un pavillon à la campagne avec jardin. Dans ce cas là les gestes écologiques ne seront pas les mêmes: récupération de l'eau de pluie, bac à fumier, mode de chauffage différent etc."; Comment rend-on les solutions concrètes accessibles à tous, par exemple pour remplacer sa vieille chaudière ou sa vieille voiture ? Quelles sont les solutions les plus simples et les plus supportables sur un plan financier ?;Transition écologique
"mettre des panneaux photovoltaiques sur tous les logements neufs et les établissements publics
Interdire les centre ville aux voitures (sauf dérogations :Handicapés,personnes très agées ,artisans,médecins etc....) et multiplier les bus et les petites lignes de trains et les  rendre accessibles à tous (prix) et aux vélos !!!
Dans les logements collectifs ,installer des laveries communes ";Quelles sont les solutions pour se déplacer, se loger, se chauffer, se nourrir qui doivent être conçues plutôt au niveau local que national ? ;Transition écologique
"Favoriser le co-voiturage. Les déplacements à une voiture, un passager sont la grande majorité des parcours. 

Les parkings en sortie de village sont de bonnes voies à suivre. 
Autoriser les voitures avec plusieurs passagers à accéder aux centre-villes";Quelles sont les solutions pour se déplacer, se loger, se chauffer, se nourrir qui doivent être conçues plutôt au niveau local que national ? ;Transition écologique
"Redevelopper le réseau ferré en ré ouvrant les petites lignes ainsi que les petites gares pour permettre de désenclaver les villages. Encourager voir rendre obligatoire le ferroutage  pour les camions qui traverse le pays ou qui ce rendent dans les grandes villes. (Donc plan national) Taxer l’accès en voiture au centre villes pour les non résidents (Local).
Freiner la construction irraisonné et favoriser la rénovation et l’isolation des bâtiments déjà présents. (local/Natio) En cas de construction favoriser les toits et murs végétalisés pour compenser l'impact de la construction. (Lois national) 
Favoriser dans les grandes surfaces les circuit court, le bio et le zéro déchets (National) tout en sensibilisant les populations vias des stages ou des conférence (local). ";Quelles sont les solutions pour se déplacer, se loger, se chauffer, se nourrir qui doivent être conçues plutôt au niveau local que national ? ;Transition écologique
"-au niveau local, développer les circuits courts pour l'alimentation.
-au niveau national, interdire les fermes aux milles vaches, cochon, etc et les grandes exploitations et surtout permettre aux chercheurs de développer des solutions pour se passer des produits dangereux (comme le glyphosate)
-au niveau national, rendre les subventions aux constructeurs hlm pour qu'ils puissent construire et rénover correctement (j'ai attendu deux ans pour qu'on vienne me réparer le vélux pourri de la chambre de mon fils et je vis sans chauffage).
-au niveau national, aider les petites communes à développer les lignes de transport en commun (c'est déjà bien fait sur la mel) 
- au niveau local, développer les couloirs pour les vélos sur les rues et les routes, les locations de vélos";Quelles sont les solutions pour se déplacer, se loger, se chauffer, se nourrir qui doivent être conçues plutôt au niveau local que national ? ;Transition écologique
