body;question;categorie
LA RÉGION C EST pas MAL POUR LES TRANSPORTS PAR EXEMPLE.  POUR L ACCÈS A L EMPLOI LA RÈGLE DEVRAIT ETRE LA MÊME POUR TOUT LE MONDE ET PARTOUT COMME POUR LE LOGEMENT;Faut-il renforcer la décentralisation et donner plus de pouvoir de décision et d’action au plus près des citoyens ? À quels niveaux et pour quels services ?;Organisation de l’Etat et des collectivités publiques
"Tout ce qui est mieux connu/maîtrisé localement doit être traité localement.
Exemple:  la gestion du quotidien de la sécurité avec un renforcement de la présence police/gendarmerie dans les zones de non droit.";Faut-il renforcer la décentralisation et donner plus de pouvoir de décision et d’action au plus près des citoyens ? À quels niveaux et pour quels services ?;Organisation de l’Etat et des collectivités publiques
"Il faut surtout donner les moyens aux collectivités de faire vivre leur commune. 
Gérer au plus près des citoyens pour apporter une réponse plus rapide ";Faut-il renforcer la décentralisation et donner plus de pouvoir de décision et d’action au plus près des citoyens ? À quels niveaux et pour quels services ?;Organisation de l’Etat et des collectivités publiques
s’inspirer des landers allemands? Les régions, départements ont déjà la main sur les transports publics , les bâtiments scolaires, les politiques de formation .. si trop de tigres sont régionalisés quelle péréquation entre régions prospères et régions en difficulté? ;Faut-il renforcer la décentralisation et donner plus de pouvoir de décision et d’action au plus près des citoyens ? À quels niveaux et pour quels services ?;Organisation de l’Etat et des collectivités publiques
En respectant les textes fondamentaux. En n'oubliant pas qu'ils sont mandatés par le peuple, pour le peuple. ;Comment voudriez-vous que l’État soit organisé et comment peut-il améliorer son action ? ;Organisation de l’Etat et des collectivités publiques
"En instaurant une vraie DEMOCRATIE en lieu et place de la DEMOCRATURE ACTUELLE
Ce régime était probablement nécessaire après le désastre de la seconde guerre mondiale
Aujourd ui, il est totalement inadapté";Comment voudriez-vous que l’État soit organisé et comment peut-il améliorer son action ? ;Organisation de l’Etat et des collectivités publiques
"l'etat ?! vous voulez dire le gouvernement ?!
en n'ayant aucun pouvoir, juste des ""representan"" qui en dehort de la scéne international,  ne sont la que pour debatre, communiquer, et informer des manqué de resource (ex : nous avons besoin de plus de medcin dans tel region) 
";Comment voudriez-vous que l’État soit organisé et comment peut-il améliorer son action ? ;Organisation de l’Etat et des collectivités publiques
"Il faudrait réformer en profondeur pour qu' ""homme politique"" ne soit plus un métier, une profession. Il devrait être interdit de faire une carrière d'élu. La fonction d'élu devrait être limitée dans le temps, par exemple 10 ans au national, 12 ans au local. Cela garantirait une meilleure représentativité, permettrait un renouvellement, éviterait les dérives liées à l'ivresse du pouvoir, et remettrait au centre la notion de ""représentation"".";Comment voudriez-vous que l’État soit organisé et comment peut-il améliorer son action ? ;Organisation de l’Etat et des collectivités publiques
Parfaitement d'accord. Il faudrait même aller plus loin en organisant une participation obligatoire de toutes et tous (citoyens) aux différentes institutions, que ce soit de l'état, comme des collectivités locales. Rémunérée bien sûr, avec une formation et pour une durée à déterminer. Cela améliorerait la démocratie, élèverait le niveau d'éducation citoyenne de tous et éviterait les dérives.;Comment voudriez-vous que l’État soit organisé et comment peut-il améliorer son action ? ;Organisation de l’Etat et des collectivités publiques
LA RÉGION DEVRAIS MIEUX DÉPLOYER CES AGENTS ;Comment voudriez-vous que l’État soit organisé et comment peut-il améliorer son action ? ;Organisation de l’Etat et des collectivités publiques
oui en changeant le systeme integralement (je vais bientot mettre un debut de proposition dans les debat libre);Faut-il revoir le fonctionnement de l’administration et comment ?;Organisation de l’Etat et des collectivités publiques
Avant de s'organiser l'état devrait être un peu plus respectueux de ses agents notamment les fonctionnaires de catégorie C à qui on a bloqué le point d'indice augmenté la csg avec une compensation au cent près et qui sont les grands oubliés car pas concernés par la baisse des cotisations sociales et très peu peuvent prétendre à la prime d'activité enfin penser un peu plus à ceux qui rendent service à l'état depuis plus de 35 ans ;Faut-il revoir le fonctionnement de l’administration et comment ?;Organisation de l’Etat et des collectivités publiques
"MOINS DE FONCTIONNAIRES AU CHAUD DANS DES BUREAUX COÛTEUX ET CONFORTABLES ( comme la M.E.L par exemple ) ET PLUS SUR LE TERRAIN ,  ""plus proche des gens""";Faut-il revoir le fonctionnement de l’administration et comment ?;Organisation de l’Etat et des collectivités publiques
"Il faut décentraliser les ministères !   Nous sommes au 21 siècle et à l heure d internet !  Décentraliser les  ministères  dans des villes de 100  000 à 200 000 habitants. cela  crèerait des emplois en province, relancerait l immobilier  en province et permettrait de diminuer les prix à paris sans compter la polution  
De même les grandes écoles devraient être déplacées dans des villes de moins de 100  0000, ce serait une occasion pour leurs élèves de voir de près la vie de la france du bas !";Faut-il revoir le fonctionnement de l’administration et comment ?;Organisation de l’Etat et des collectivités publiques
"Substituer au statut de fonctionnaire civil de l’État, territorial et hospitalier un statut d'agent civil du service public en s'inspirant du statut de salarié : CDI et possibilité encadrée de CDD tous deux de droit privé mais avec exceptions garantissant neutralité et indépendance vis à vis des exécutifs national et locaux. Recrutement sur concours par souci d'égalité d'accès et d'impartialité, et par grades selon les niveaux de diplômes actuels : CAP-BEP-bac, BTS-DUT, Licence, Master. Substituer aux listes complémentaires un statut subséquent de réserviste auprès d'agences, bourses d'emplois à pourvoir, inspirées des centres de gestion de la fonction publique territoriale mais communes aux trois versants de la "" fonction publique "" et aux organismes de sécurité sociale (exemple à titre subsidiaire, fusion des URSSAF-ACOSS/DGFIP), si sans emploi dans le secteur privé, réservistes à disposition des administrations en CDD (saisonnier, remplacement,...) avec perspective de CDI";Faut-il revoir le fonctionnement de l’administration et comment ?;Organisation de l’Etat et des collectivités publiques
l'état devrait mieux écouter les maires des villes;Comment l’État et les collectivités locales peuvent-ils s’améliorer pour mieux répondre aux défis de nos territoires les plus en difficulté et que proposez-vous ?;Organisation de l’Etat et des collectivités publiques
pourquoi avoir mis en plus du département la région? ne croyez vous pas que des services doublons ont alourdis les démarchent du citoyens ainsi que sa lecture politique  ;Comment l’État et les collectivités locales peuvent-ils s’améliorer pour mieux répondre aux défis de nos territoires les plus en difficulté et que proposez-vous ?;Organisation de l’Etat et des collectivités publiques
"N'abandonnons pas l'éducation nationale, partout en France.
Donnons leur les moyens de réaliser correctement leur travail pour une égalité entre tous.";Comment l’État et les collectivités locales peuvent-ils s’améliorer pour mieux répondre aux défis de nos territoires les plus en difficulté et que proposez-vous ?;Organisation de l’Etat et des collectivités publiques
être moins le cul sur une chaise dans un bureau luxueux et êtres plus proche des citoyens sur le terrains;Comment l’État et les collectivités locales peuvent-ils s’améliorer pour mieux répondre aux défis de nos territoires les plus en difficulté et que proposez-vous ?;Organisation de l’Etat et des collectivités publiques
Que les territoires les plus riches aident les territoires les plus pauvres., de manière à ce que la taxe foncière d'un appartement à sarcelles ne soit pas 5 fois plus élevée que celle d'un appartement à PARIS.;Comment l’État et les collectivités locales peuvent-ils s’améliorer pour mieux répondre aux défis de nos territoires les plus en difficulté et que proposez-vous ?;Organisation de l’Etat et des collectivités publiques
