category,Contributions
Aucune,"Revenu sportif, sponsoring, naming & évasion fiscale Dans le domaine du sport tout particulièrement en sport automobile (F1, Rally..), Golf, Foot, Basket, cyclisme, boxe, catch … Les sportif de haut niveau ainsi que les clubs arrivent à trouver des combines pour payer gracieusement leurs athlètes. Arrivé à un moment dans le Foot cela commence à devenir plus qu’indécent avec des salaires de plusieurs centaines de millions d’euros. Sans oublier que les sommes en jeu transitent par la France sans être taxées ou alors à des niveaux très bas. A noter également des entreprises qui arrivent à faire du sponsoring et du naming d’équipement sportif tout en échappant à l’impôt et bénéficient de niches fiscales. Tout revenu de la sorte doit être soumis à impôt. Les sommes brassées de manières annuelle avoisinent les 750 millions d’euros annuels rien que pour le sponsoring et naming."
Aucune,"Collectivités territoriales Accentuer la création de communes nouvelles par le rassemblement des très petites communes , la mutualisation des moyens et source d'économie et permet de proposer aux citoyens des services plus efficaces"
Aucune,"Diminution de la dépense publique Suppression du sénat, et suppression de tous les  privilèges accordés ; remboursement de frais liés à la fonction uniquement sur justificatifs   dans un soucis de diminution de la dépense publique "
Aucune,"Mandat impératif et référendum révocatoire Les élus ne peuvent bénéficier d'un chèque en blanc pendant plusieurs années  et escomptant sur le marketing politique et la propagande pour se faire réélire même si leur mandat à été improductif ou est allé à l'encontre des intérêts des électeurs.
Le mandat impératif et le référendum révocatoire permettront de de déloger de leurs postes les élus qui par exemple seraient impliqués dans des affaires de corruption ou même simplement qui n'auraient pas tenus les promesses faire aux citoyens: il seront ainsi obligés de remettre leur mandat en jeu après un délai qui reste à déterminer: 2 ans par exemple ou sans  délai en cas de corruption"
Aucune,"Prix de l'électricité Suppression des taxes sur la facture d'électricité ou limiter le taux 5 % maximum ; aujourd'hui tout fonctionnent à l'électricité ; c'est un produit de 1ère nécessité  , une obligation  et aujourd'hui les taxes représentent parfois 40% de la facture = redonner du pouvoir d'achat "
Aucune,"Réduction du mille-feuille administratif La France comporte 96 départements métropolitains et 11 DOM TOM. Ces collectivités comportent des aberrations en outre mers. Il faut supprimer les statuts de ""département-région"" autonome. Pour cela il faut regrouper les collectivités de Saint Martin , Saint Barthélemy, Guadeloupe , Martinique, Guyane & Saint Pierre - Miquelon dans une région unique ""Antilles - Atlantique"" , regrouper les collectivités de Mayotte et la Réunion dans une collectivité unique ""Océan Indien"", pour finir regrouper les collectivités de l'océan pacifique comme la Polynésie, Wallis et Futuna avec la Calédonie en une région unique «Océan Pacifique ».
"
Aucune,"Organisation des services publiques  Fonctionnaires  Réformer les services publiques notamment l’éducation nationale : en diminuer les effectifs, augmenter les temps de travail, beaucoup  mieux rémunérer les enseignants, avec prime au mérite.
Repasser au crible tout ce qui est fonctionnarisé et privatiser ce qui peut l’être, partout (pole emploi ?). 
Suppression des augmentations de salaire des fonctionnaires à l’ancienneté, redistribuer la masse qui lui était consacrée en augmentations individuelles.
"
Aucune,"Impôt sur le revenu (IRPP) pour tous Tous les français devraient être soumis à l’IRPP (impôt sur les revenus). Il n’est pas acceptable dans un pays démocratique que seuls 46% des français le paye). Il doit y avoir une adhésion générale à cet impôt dont la redistribution profite à tous.
Si ce n’est pas possible, il faut alors passer à la CSG pour tous."
Aucune,"Revaloriser les impôts et recréer l'ISF Assurer des recettes publiques suffisantes

Quelques exemples donnent à voir les marges de manœuvres existantes sur les recettes publiques :
+ Rétablir l’ISF, et annuler la « flat tax » sur les revenus du capital
+ Créer deux nouvelles tranches fiscales à l’impôt sur le revenu pour les 5 % (une nouvelle tranche) et les 1 % (deux tanches nouvelles) de revenus les plus élevés
+Assurer une progressivité de la CSG (et surtout du RDS)
+Créer des nouvelles tranches d’impôt sur les successions pour les 1 % des transmissions les plus importantes, en intégrant bien sur la valeur des donations entre vivants, mais en protégeant la transmission des outils de travail vers des formes coopératives ….
+Renforcer la lutte contre l’évasion fiscale, au travers d’un prélèvement à la source de l’IS , avec  une provision prélevée en fonction du CA  en France (2 à 3 % par exemple), la transformation  de ce prélèvement en IS étant limité à la baisse (50 % par exemple)
"
Aucune,Indemnités chômages Suppression des indemnités chômage pour les travailleurs frontaliers qui ne versent pas leurs cotisations en France ou plafond indexé sur les salaires Français
Aucune,"Réduction du parlement et chambre monocaméral  Au lieu d’avoir 348 sénateurs, 577 députés et 233 conseillers du CESE, je propose la réduction à un parlement monocaméral. Pour simplifier la chose, 1 parlementaire par département, soit une centaine, pas un de plus pas un de moins."
Aucune,"Suppression des aides et allocations des familles ou la délinquance règne  Encore trop souvent l’état et les collectivités donnent de l’argent à des familles ou le « menfoutisme » est le mot d’ordre. Résultat la délinquance règne. Pour des questions de logique d’une part et de respect d’autre part. C’est couper le robinet des aides autres allocations à ce type de famille. Le contribuable lambda n’est pas un robinet inépuisable en termes d’argent. Le respect s’apprend, quand on ne respecte rien on n’a droit à rien. "
Aucune,"Réforme & allégement des programmes scolaires Les programmes des scolaires des collégiens et lycéens sont d’une lourdeur sans pareil. Il convient de recentrer et élaguer les matières inutiles. On doit prioriser les maths, le français, l’histoire-géo, l’éducation civique & juridique, l’anglais, une LV2 et le sport. Les autres matières plus « théoriques » que sont l’économie, la philo, les technologies, l’informatique, les sciences naturelles, la physique-chimie, l’art plastique & la musique doivent être optionnelles et maximum au nombre de 3. Au-delà nous formons des lycéens ou cela devient du bourrage de crâne et du bachotage improductif"
Aucune,"UE, pays avec qui faire l’Europe et fonctionnement Aujourd’hui l’Europe fonctionne sur un modèle très particulier. Il y a plusieurs « groupes » de pays. Explication : les pays suivants fonctionnent par pairs > Portugal/Espagne/Andorre, France/Belgique/Monaco, Italie/Suisse/San Marin , Royaume Unis/ Ireland/ Iles anglo-normandes , Allemagne/Autriche/Liechtenstein  , Danemark/Suède/Finlande/Norvège. A cela on peut ajouter des pays un plus satellite : Luxembourg, Pays Bas, Island et Grèce. Cela fait déjà 23 pays. Au lieu d’aller ajouter des pays à la ramasse genre Pologne, Roumanie, Hongrie … qui nous envoient bon nombres de problèmes sociaux. Pourquoi ne pas en profiter pour « dégrossir » le mammouth UE ? On ne fonctionne pas à 27 et alors on peut dégrossir et faire un coup de ménage !"
Aucune,"Pour en finir avec la monarchie élective  Désynchroniser les élections législatives et présidentielles.
Renouer avec le septennat présidentiel, les députés élues pour 4 ans. 
"
Aucune,"Emplois collectivités territoriales Certaines entreprises privées abusent des CDI de courte durée ; je souhaite soulever le problème des collectivités territoriales qui elles mêmes emploient des jeunes en contrat de courte durée , quelques heures par semaine parfois pour les activités du midi ou l'après midi des écoles  ; les jeunes bénéficient d'un salaire fonction du nombre d'heures réalisées dans le mois pendant le temps scolaire et donc pendant les vacances ne ils ne sont pas payés ; c'est une réelle précarité d'autant plus qu'ils ne sont pas payé en fin de mois mais longtemps après ; il faut que ces contrats soient réglementés afin de donner à ces jeunes de réelles perspectives de salaire et d'évolution et qu'ils bénéficient de salaire fixe mensuel leur permettant de vivre dignement ; aussi je propose que les contrats proposés le soient pour toute l'année scolaire avec un fixe mensuel afin que ces jeunes puissent  avoir un salaire également pendant les vacances."
Aucune,"Gestion des droits sociaux Mettre en place une sorte de super-structure (ou un super-programme) pour que les aides dont les citoyens peuvent bénéficier leur soient attribuées d'office sur étude de leur situation, comme c'est le cas pour le chèque énergie que l'on reçoit d'office si on y a droit.
Cette proposition concerne notamment le RSA, la CMU/ACS, soumis à des procédures administratives lourdes."
Aucune,"Exemplarité des politiques  Il y a trop de parlementaires 
Trop rémunérés même quand ils ne siègent pas . 
L état doit montrer l exemple ! Réduire ses dépenses . Voiture réfection de l Élysée 
Il est inadmissible que les parlementaires , les sénateurs votent leur salaire . Les autres salariés votent leurs salaires ? 
Leur indemnité  doit aussi être décidée par le « patron » ou indexée sur le rythme de la valorisa Tino du smic "
Aucune,"La baisse des prélèvements est impérative  La France est championne d’Europe, youpi !, des prélèvements fiscaux et sociaux (46% de taxes tous azimuts sur les revenus). C’est la paralysie assurée de toutes les créations d’entreprises.
Il est urgent de programmer une véritable baisse des prélèvements sous peine de voir partir de France tous les créateurs et les emplois dans les prochaines années.
Par où commencer ? Pourquoi ne pas s’inspirer des allemands qui arrivent à avoir un budget de l’etat excédentaire. Il y a sûrement quelques bonnes idées à prendre outre Rhin.
"
Aucune,"Maintenir un systéme social assurentiel Veiller à rester dans un cadre d’assurance sur les risques sociaux (retraite, famille, maladie, handicap, chômage, et autonomie demain...), et non d’aide sociale individualisée…..

L’ensemble des mesures en cours veulent, petit à petit, intégrer les enjeux de ressources du « foyer » dans les modalités de prise en compte de ces risques….
Le maintien d’un système assurantiel pour tous constitue économiquement la meilleure solution, toujours moins coûteuse que les assurances complémentaires privées que chacun se trouve sinon dans l’obligation de souscrire
Quelques pistes pour avancer dans cette réalité :
+ une généralisation du système mutualiste « à l’alsacienne » pour la France entière, gérée par la CPAM et couvrant la totalité des risques pour tous
+ une cotisation pour toutes ces assurances appuyées sur toutes les ressources, intégrant bien sûr les salaires, mais aussi tous les revenus du capital, les plus values et les transmissions de biens"
Aucune,"Revaloriser le SMIC en vrai salaire Assurer à chacun que les revenus de son travail, à temps plein, lui permette de vivre décemment

Il faut mettre fin aux modalités de « salaire complémentaire d’aide sociale » (prime d’activité et autres) , et en intégrer le montant dans le SMIC.
Sinon, nous arriverons à une absence de repère sur le « travail égal, salaire égal » qui disparaîtra, aux détriments clair des femmes et des jeunes, qui n’auront pas les compléments de salaires éventuels au titre de leur conjoint ou parent….."
Aucune,"Refonte complète du pays. Rendre le vote obligatoire et sanctionner.
Tous les citoyens participent à l'I.R.
Coupes drastiques des aides aux étrangers au profit de la famille française.
Consulter les citoyens sur l'immigration par référendum, avec comme question: ""voulez-vous une immigration choisie sous la forme de quotas""
Diminuer le nombre de députés: pas plus de trois par département soit 303.
Abaisser la dépense publique de 25% soit ne pas dépasser 965 millions d'Euros par an.
Aligner les droits et devoirs des fonctionnaires sur le privé.
Appliquer une taxe unique et fixe sur les carburants: 25cts par litre par exemple.
Augmenter le nombre de magistrats.
Proposer une défiscalisation sur l'investissement de nouvelles places de prison.
Supprimer:
-le droit du sol.
-le droit d'asile.
-le rapprochement familial.
-la sécurité de l'emploi à tous les fonctionnaires.
A terme:
mettre en place la gestion du pays sous la forme d'une association loi de 1901 et apolitique.
C'est tout pour aujourd'hui."
Aucune,Rétablir l'ISF Rétablir l'ISF.
