id;created_at;body;author/id;author/name;alignment;depth;user_group/id;user_group/name/en;user_group/name/fr;commentable_id;commentable_type;root_commentable_url
494;2019-01-17 09:36:33 +0100;"mettre des panneaux photovoltaiques sur tous les logements neufs et les établissements publics
Interdire les centre ville aux voitures (sauf dérogations :Handicapés,personnes très agées ,artisans,médecins etc....) et multiplier les bus et les petites lignes de trains et les  rendre accessibles à tous (prix) et aux vélos !!!
Dans les logements collectifs ,installer des laveries communes ";2248;Espoir;0;0;;"";"";26;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/26
495;2019-01-17 10:00:57 +0100;bien sûr qu'il faut prendre en compte le vote blanc.;1153;guerin;1;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
496;2019-01-17 10:10:18 +0100;"pour favoriser l'intégration, il faut 
-déghettoïser les ensembles d'immeubles, 
-remettre et développer les éducateurs dans la rue, dans les écoles. 
-Favoriser les rencontres entre parents, profs et associations, 
-développer les universités populaires de parents pour qu'ils se sentent acteurs dans l'éducation de leurs enfants toutes origines confondues.";1153;guerin;0;0;;"";"";38;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/38
497;2019-01-17 10:12:48 +0100;"Beaucoup de français veulent plus sans proposer où trouver les financements, c'est omettre les plus de 80 millions de visiteurs qui viennent visiter notre beau pays tous les ans, demander à chaque touriste 15€ lors de leur visite ne me semble pas abusé.
La France est le pays le plus visité au monde et cela ne cessera pas dans l'avenir, à nous d'en tirer profit et d'aider l'État avec une nouvelle entrée d'argent, qui pour le coup n'impactera pas les français.";2254;Sebastien Michalak;0;0;;"";"";24;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/24
498;2019-01-17 10:13:12 +0100;"mettre en place le RIC et des référendums sur toutes les lois importantes proposées au parlement.
un site internet dédié aux avis des citoyens (un peu comme celui-ci)";1153;guerin;0;0;;"";"";35;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/35
499;2019-01-17 10:14:13 +0100;oui;1153;guerin;1;0;;"";"";36;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/36
500;2019-01-17 10:15:23 +0100;non, l'intégration du vote blanc dans les comptages suffirait à renvoyer les gens aux urnes;1153;guerin;-1;0;;"";"";31;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/31
501;2019-01-17 10:18:06 +0100;l'initiative pourrait en revenir à nos députés (pourquoi pas?);1153;guerin;1;0;;"";"";37;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/37
502;2019-01-17 10:26:39 +0100;"Je reste favorable à une taxe sur les produits pétroliers qui s'applique à ceux qui en font usage mais à TOUT ceux qui en font usage : Industrie, Transport (y compris les avions et les bateaux), Chauffage ...
Les revenus de ces taxes DOIVENT être utilisés POUR les projets de transitions et faciliter les acquisitions de matériel moins gourmand en énergie.  ";2256;Damien Selosse;0;0;;"";"";24;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/24
503;2019-01-17 10:27:04 +0100;L'initiative doit en revenir surtout aux citoyens avec un seuil de signature minimum. Ces référendums doivent pouvoir permettre de faire retirer un projet de loi, de proposer un projet de loi et pourquoi pas de solliciter la démission d'élus qui n'auraient pas rempli le contrat pour lequel ils ont été élus.;67;Delf;0;0;;"";"";37;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/37
504;2019-01-17 10:28:08 +0100;"-baisser la tva sur les produits alimentaires de base (savons, pommes de terre, pâtes, couches pour bébé, serviettes périodiques, sucre, sel, etc) et l'augmenter sur les produits de luxe 
 -supprimer le cice sur les grandes entreprises, le maintenir pour les pme (et ne pas le maintenir sur les salaires au-delà de 1,6 smic)
-revoir les taxes sur les petits héritages";1153;guerin;0;0;;"";"";14;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/14
505;2019-01-17 10:28:17 +0100;Pour un meilleur exercice de démocratie participative il faudrait obliger tous les élus, maire, président d'agglo, de département, de région, députés à des réunions publiques pour débattre et donner l'expression à tous les administrés.;2106;B-L;-1;0;;"";"";35;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/35
506;2019-01-17 10:28:33 +0100;"Il serait souhaitable de modifier la TVA :
en qualifiant 3 types de bien ou services :
- les produits de 1ère nécessité avec une TVA à 5%
- les produits courants avec un TVA à 15%
- les produits de luxe avec une TVA à 30%

Cette qualification pourrait s'effectuer par la nature même des biens et services et par le prix
par exemple : 
une voiture d'occasion pourrait être un produit de 1ère nécessité
une voiture neuve à moins de 25000 euros un produit courant
une voiture neuve à plus de 25000 euros un produit de luxe

ce n'est qu'un exemple
ça permettrait de rétablir un peu de justice pour cet impôt le plus injuste";2255;bbzz;0;0;;"";"";14;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/14
507;2019-01-17 10:28:57 +0100;Oui c'est une vraie expression citoyenne qu'il faut reconnaître. Si le vote blanc arrive majoritaire, il y aurait une obligation de représenter de nouveaux candidats/listes. Reconnaître le vote blanc c'est contribuer à lutter contre l'abstentionnisme;67;Delf;0;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
508;2019-01-17 10:29:51 +0100;"on est raccord ;)";2255;bbzz;0;1;;"";"";504;Decidim::Comments::Comment;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/14
509;2019-01-17 10:33:18 +0100;"Favoriser le co-voiturage. Les déplacements à une voiture, un passager sont la grande majorité des parcours. 

Les parkings en sortie de village sont de bonnes voies à suivre. 
Autoriser les voitures avec plusieurs passagers à accéder aux centre-villes";2256;Damien Selosse;0;0;;"";"";26;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/26
510;2019-01-17 10:34:15 +0100;bonne idée;1153;guerin;0;1;;"";"";506;Decidim::Comments::Comment;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/14
511;2019-01-17 10:35:53 +0100;ma souris a fourché. bien sûr que je suis d'accord;1153;guerin;0;1;;"";"";490;Decidim::Comments::Comment;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/16
512;2019-01-17 10:35:54 +0100;Le vote blanc pourrait être un bon indicateur pour les candidats à savoir s'ils répondent aux attentes des citoyens ou bien sont-ils éloignés de la réalité du terrain.;2106;B-L;1;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
513;2019-01-17 10:36:54 +0100;"Oui bien sur mais aussi par la mesure des dispositifs mis en place. 
Associer les citoyens aux questions suivantes : 
Nous avons fait ceci, cela donnez nous votre avis : C'est mieux pourquoi ? 
Mettre en place un vrai apprentissage des solutions mises en place.";2256;Damien Selosse;0;0;;"";"";36;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/36
514;2019-01-17 10:37:28 +0100;Non ! C'est le job des élus de rapporter la parole des citoyens ;2106;B-L;-1;0;;"";"";36;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/36
516;2019-01-17 10:43:13 +0100;"et taxer plus les jets privés et les bateaux de luxe (et pas les petits bateaux de pêcheurs)
taxer la troisième voiture d'un couple citadin (par exemple)";1153;guerin;0;1;;"";"";502;Decidim::Comments::Comment;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/24
517;2019-01-17 10:44:52 +0100;"Je suis effectivement pour mettre en place des solutions pour rendre accessibles la transitions. Mais il va falloir quand même reconnaitre que cela demandera un EFFORT (oui je sais le mot n'est pas à la mode). 
Dans cet esprit je propose que les solutions envisagées soient un abondement. Par exemple : je remplace mon véhicule, alors cela déclenche l'aide. La transition réussie selon moi demandera un EFFORT à chacun et un effort collectivement (impôts). ";2256;Damien Selosse;0;0;;"";"";25;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/25
518;2019-01-17 10:47:39 +0100;"Redevelopper le réseau ferré en ré ouvrant les petites lignes ainsi que les petites gares pour permettre de désenclaver les villages. Encourager voir rendre obligatoire le ferroutage  pour les camions qui traverse le pays ou qui ce rendent dans les grandes villes. (Donc plan national) Taxer l’accès en voiture au centre villes pour les non résidents (Local).
Freiner la construction irraisonné et favoriser la rénovation et l’isolation des bâtiments déjà présents. (local/Natio) En cas de construction favoriser les toits et murs végétalisés pour compenser l'impact de la construction. (Lois national) 
Favoriser dans les grandes surfaces les circuit court, le bio et le zéro déchets (National) tout en sensibilisant les populations vias des stages ou des conférence (local). ";2261;Marceau Milville;0;0;;"";"";26;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/26
519;2019-01-17 10:50:18 +0100;"-la taxe d'habitation en fonction des revenus (ça se fait déjà dans certaines communes qui ont besoin de cette rentrée d'argent pour entretenir le mobilier urbain, les routes, etc). je suis pour son maintien, personnellement.
-par contre, je suis pour la suppression de la taxe sur la télévision qui ne bénéficie qu'à quelques chaines et qui se rémunère déjà avec les publicités
-je suis aussi contre les subventions aux journaux comme gala, par exemple. les journaux qui n'ont pas de vocation informative ou éducative";1153;guerin;0;0;;"";"";13;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/13
520;2019-01-17 11:02:39 +0100;"-au niveau local, développer les circuits courts pour l'alimentation.
-au niveau national, interdire les fermes aux milles vaches, cochon, etc et les grandes exploitations et surtout permettre aux chercheurs de développer des solutions pour se passer des produits dangereux (comme le glyphosate)
-au niveau national, rendre les subventions aux constructeurs hlm pour qu'ils puissent construire et rénover correctement (j'ai attendu deux ans pour qu'on vienne me réparer le vélux pourri de la chambre de mon fils et je vis sans chauffage).
-au niveau national, aider les petites communes à développer les lignes de transport en commun (c'est déjà bien fait sur la mel) 
- au niveau local, développer les couloirs pour les vélos sur les rues et les routes, les locations de vélos";1153;guerin;0;0;;"";"";26;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/26
521;2019-01-17 11:09:12 +0100;"baisser le prix des chaudières et favoriser les prêts à taux zéro pour les plus démunis (qui le seraient moins si les retraites étaient revalorisées, ainsi que le smic.
favoriser, mettre en avant, les voitures d'entrée de gamme (j'ai économisé 5 ans pour acheter une voiture neuve à 7000 euros sans options et j'ai dû quand même faire un prêt de deux mille euros) ";1153;guerin;0;0;;"";"";25;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/25
522;2019-01-17 11:19:53 +0100;"-interdire toute de suite les pesticides
-fermer les usines qui ne respectent pas les normes et qui rejettent les déchets dans les rivières
-développer fortement les recherches sur le photovoltaïque
-pousser les sociétés hlm à rénover son parc d'habitation
- mettre en avant toutes les façons d'utiliser les produits d'entretien courant (lessive maison au savon de marseille, savon noir pour les sols, shampoing bio, etc), car en plus d'être biodégradable, ils font faire des économies.
-continuer à subventionner les fermes bio
-informer les gens par voie télévisée
-interdire les gobelets et assiettes en plastique, les touillettes.
-développer le nettoyage des océans (certains inventeurs ont déjà des solutions, mais ne sont pas très aidés par l'état pour mettre en oeuvre ce grand travail)
-limiter les emballages plastique des entreprises

et sur le long terme : faire entrer la protection de l'environnement dans les écoles";1153;guerin;0;0;;"";"";27;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/27
523;2019-01-17 11:23:48 +0100;"je crois qu'il suffit juste de mettre en avant la voix des scientifiques qui disent qu'il est urgent de changer de mode de vie. donc, ils pourraient juste être introduits au parlement européen pour détailler les resultats de leurs travail.
faire entrer la cop à bruxelle";1153;guerin;0;0;;"";"";29;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/29
524;2019-01-17 11:28:23 +0100;Oui il faut reconnaître le vote blanc pour éviter de toujours voter contre et non pour;2270;PIOT;0;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
525;2019-01-17 11:42:58 +0100;Il faut associer, non pas davantage, mais tout court, les citoyens aux décisions ! Trop souvent les concertations ne sont que des  consultations, et les avis des habitants ne pèsent pas. Il n'y a pas besoin de tirer au sort : avec une démarche sur le long terme pédagogique et inclusive, les habitants viendront d'eux-mêmes participer. Faisons confiance à l'intelligence collective, créons les conditions pour qu'elle émerge d'elle-même, et travaillons en complémentarité avec les élus qui eux, doivent assumer les décisions. En recréant de l'implication, nous créerons l'unité. ;65;Plume;1;0;;"";"";36;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/36
526;2019-01-17 11:48:55 +0100;Cette question est un non sens car les décisions que nous devons prendre sont depuis longtemps justifiées scientifiquement. Depuis les années 60/70, les scientifiques démontrent l'origine anthropique des changements climatiques, les décisions à prendre sont déjà garanties scientifiquement. Peut-être que  diffuser ces études sur les médias de masse à la place d'articles sensationnalistes et voyeuristes et à la place des recensements de vidéos qui font le buzz sur internet permettrait d'augmenter l'acceptabilité  sociale des changements de mode de vie à adopter de la part des citoyens. De TOUS les citoyens. ;65;Plume;0;0;;"";"";28;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/28
527;2019-01-17 12:07:53 +0100;"- N'est t-il pas possible de commencer à imaginer la fin des pile jetables et non rechargeables? 
-Il faudrait revenir aux bouteilles en verrez avec consignes : ceci afin de diminuer les bouteilles plastiques, de responsabiliser les citoyens, d'éviter au gens de balancer leur bouteilles en verre dans la rue... De plus cette méthode permetrait peut être de créer des emplois.. ou au moins de glisser les emplois ""plastique"" vers la filière verre.
- complètement d'accord pour réexpliquer au gens que parfois du vinaigre et un simple savon sont suffisants à l'entretien d'une maison ( et inoffensif...)";2275;Kikito;0;0;;"";"";27;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/27
528;2019-01-17 12:21:22 +0100;"le problème, c'est qu'on a le sentiment que les citoyens ne sont consultés qu'au moment des élections... Entre temps, en général, le citoyens ne sont malheureusement associés à aucune décision... Que ce soit au local, ou au national, on a aussi l'impression que le pouvoir fait ""vriller"" bon nombre de personnes élues... et une fois élus, ils pensent qu'ils peuvent faire ce qu'ils veulent... If faut remettre la notion de ""représentant"" au centre, rendre des comptes, associer de la définition de politiques publiques, à leur mise en oeuvre et leur évaluation, mais ça suppose de lacher du pouvoir, en sont-ils capables ???
la culure française en politique n'est malheureusement pas dans la négociation, la consultation, la recherche de consensus... elle est dans la confrontation... et le culte du chef, c'est ça qu'il faut changer, ce n'est pas gagné !";2255;bbzz;0;1;;"";"";514;Decidim::Comments::Comment;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/36
529;2019-01-17 12:22:48 +0100;J’approuve le vote blanc. Si des citoyens ont pris la peine d’exprimer ce choix il est important de le reconnaitre et de comprendre ce que vote signifie. ;2272;Rudolph El Bakkali;1;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
530;2019-01-17 12:27:03 +0100;"Je suis pour cette initiative, qui va permettre aux citoyens de participer davantage et de prendre plus ses responsabilités. 
Mais il va de soi, que les citoyens sélectionnés doivent être préparés pour réaliser cette tâche. Ça demande un effort de pédagogie de la part de l’Etat.";2272;Rudolph El Bakkali;1;0;;"";"";36;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/36
531;2019-01-17 12:32:33 +0100;"mettre en place le RIC, et de manière plus globale, consulter le peuple, à chaque fois que c'est nécessaire, sur les grandes questions de société, sur les évolutions démocratiques, pour ne plus avoir le sentiment que les citoyens ne sont consultés qu'aux élections... 
Sur un quinquennat, consultation obligatoire au moins 2 fois par exemple. Un 1er référendum au bout de 2 ans max ""bilan à mi-mandat"" et ""perspectives pour les 3 ans à venir"" et un référendum plus thématique : quel modèle social, quelle europe, quelle culture, quelle éducation, quelle défense, etc";2255;bbzz;1;0;;"";"";35;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/35
532;2019-01-17 12:35:06 +0100;Oui il faut reconnaître le vote blanc. Au contraire des abstentionnistes, les électeurs participent en votant blanc. Si aucun candidat ne répond aux attentes, le vote blanc pris en compte permettra aux candidats de se remettre en question et de réfléchir à d'autres propositions politiques.;2206;Valérie ;0;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
533;2019-01-17 12:35:09 +0100;"mettre en place le RIC, et de manière plus globale, consulter le peuple, à chaque fois que c'est nécessaire, sur les grandes questions de société, sur les évolutions démocratiques, pour ne plus avoir le sentiment que les citoyens ne sont consultés qu'aux élections... 
Sur un quinquennat, consultation obligatoire au moins 2 fois par exemple. Un 1er référendum au bout de 2 ans max ""bilan à mi-mandat"" et ""perspectives pour les 3 ans à venir"" et un référendum plus thématique : quel modèle social, quelle europe, quelle culture, quelle éducation, quelle défense, etc";2255;bbzz;1;0;;"";"";37;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/37
534;2019-01-17 13:03:07 +0100;Le vote blanc représente une expression du droit de vote, il doit donc être pris en compte dans son intégralité pour le calcul du suffrage exprimé. ;2280;DELAETER;1;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
535;2019-01-17 13:05:04 +0100;Le vote blanc c'est l'occasion de reconnaitre une majorité silencieuse non représentée pour le moment;564;Coquet;1;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
536;2019-01-17 13:12:31 +0100;"Il faut rendre obligatoire le vote dans le cas des élections parlementaires et à la présidentielle (législative et présidentielle),
en intégrant en prime une forte part de proportionnelle et la prise en compte du vote blanc.

Le vote n'a pas pas besoin d'être obligatoire dans le cadre des élections locales et extra-territoriale (européennes).";2280;DELAETER;1;0;;"";"";31;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/31
537;2019-01-17 13:22:08 +0100;"il faut reconnaitre le vote blanc dans les suffrages exprimés...
Cela fait trop longtemps que cela est demandé...
Je suis même partisan du vote obligatoire à conditionner bien sûr pour que la personne élue soit la plus légitimement représentée... si non on se retrouve avec un ou une élue représentant 1/5ème du corps électoral
Mais le vote blanc inclus dans les suffrages exprimés 100% favorable ;)";2282;"";1;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
538;2019-01-17 13:29:28 +0100;"Un service public peut-il être source d'économie ?
- Il y a des lourdeurs administratives et protocolaires qui ajoutent des acteurs (ou métier) non utile, non indispensable au bon déroulement, et qui ont tendance à freiner l'investissement > simplifier, uniformiser.
- Éliminer les ""gardes-fous""  du type : un conseil indépendant qui surveille (ou bloc) un conseil supérieur, qui surveille une instance légitime, qui surveille des investisseurs....
- La rémunération d'un fonctionnaire (haut ou bas), d'un représentant de l'Etat doit être justifiée, justifiable et plafonnée (le principe des grilles de salaires, doit être appliqué en toute transparence).
- Apporter une flexibilité au niveau local pour rééquilibrer les besoins d'investissement
- Prioriser l'utilisation de ressources et compétences locales (réduire le coût des déplacements, des transports, de l'import)

- Accepter de dépenser court-terme pour faire des économies sur notre ""bien-être"" (investissement écologique, santé, sociale)";564;Coquet;0;0;;"";"";15;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/15
539;2019-01-17 13:31:37 +0100;"Cet argument peut s'entendre. Il est vrai que nous pourrions demander une contribution à chaque touriste étranger, néanmoins je ne vois pas pourquoi les citoyens français se retrouveraient exemptés ? 
Car tout compte fait, ce sont nous les citoyens français qui jouissons le plus de notre terre (la France) et qui devons se saisir de notre transition écologique. Il m'apparaît difficile intellectuellement de faire porter cette transition uniquement par des personnes qui ne sont pas les 1ers concernés (les français en l'occurrence) !";2283;Arthur Buirette;0;1;;"";"";497;Decidim::Comments::Comment;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/24
540;2019-01-17 13:38:29 +0100;"je suis tout à fait d'accord avec la réintroduction de la consigne.
il y a quantité de sur-emballage dans les produits alimentaires ou non que nous achetons. Cela entrainerait à coup une grande économie de consommation de plastique.
n'est-ce pas frustrant et contre-productif par exemple de voir régulièrement les concombres bio de supermarché emballés individuellement dans du plastique ?";2283;Arthur Buirette;0;1;;"";"";527;Decidim::Comments::Comment;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/27
547;2019-01-17 13:55:31 +0100;Oui tout le monde s'accorde à le dire. 300 députés et 300 sénateurs c'est bien assez.  obliger les élus à rendre leur tablier après 3 mandants pour éviter l'immobilisme et les clientélismes. ;562;ploegaerts;0;0;;"";"";33;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/33
541;2019-01-17 13:42:38 +0100;"1) Il faut supprimer le principe de la ""prime majoritaire""

2) il faut calculer l'attribution des sièges en prenant en compte le rapport entre le pourcentage de voix obtenus pour un élu au second tour et le total de suffrages exprimés votes blancs compris.

3) il faut établir un seuil minimal de suffrage à atteindre pour que le siège soit effectivement attribué (30% des suffrages me paraît une bonne base), si aucun des candidats  au second tour n'atteint ce seuil, le siège n'est pas attribué.

4) on obtient ainsi un nombre de sièges répartis directement entre les différents partis, les sièges restants devront ensuite être répartis à la proportionnelle intégrale sur la base de la moyenne pondéré des suffrages recueillis par chaque parti.

On évite ainsi ce qui se passe aujourd'hui, à savoir une assemblée avec un parti unique majoritaire.";2280;DELAETER;0;0;;"";"";32;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/32
542;2019-01-17 13:45:58 +0100;Oui je pense que cela peut être une solution. cela permettrait de voir si les candidates répondent aux attentes des citoyens dans leur programme. cela permettrait aussi pourquoi pas de diminuer l'abstention et rendre le vote obligatoire tout en étant plus exigeant avec le profil des candidats;562;ploegaerts;0;0;;"";"";30;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/30
543;2019-01-17 13:46:03 +0100;"Oui vous avez raison, je crains juste la révolte de certains si on leur demande de payer une nouvelle taxe, aussi minime qu'elle puisse être.
Je me dis que l'État cherche des solutions de financements, ce n'est qu'une piste, il en existe surement bien d'autres.";2254;Sebastien Michalak;0;2;;"";"";539;Decidim::Comments::Comment;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/24
544;2019-01-17 13:49:13 +0100;"oui, pourquoi n'avoir la parole et n'être associé aux décisions qu'au moment du vote ?
et ensuite on se retrouve avec des élus qui ont ou peuvent avoir toutes les clés pour appliquer leur politique sans tenir compte de l'avis des citoyens.
associer les gens au niveau de la commune, ce serait déjà un bien.";562;ploegaerts;0;0;;"";"";36;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/36
545;2019-01-17 13:50:23 +0100;"Il faut rendre obligatoire le vote et la prise en compte du vote blanc.

";562;ploegaerts;0;0;;"";"";31;Decidim::Debates::Debate;http://participation.lillemetropole.fr/processes/granddebatmel/f/112/debates/31
